Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
1	Rohit	Apr 01, 2016	Yes	5 star product and 5 star service	Product : No expert reviews here. iPhone is the best you can get in market. Bought it for my wife and she was not that happy with the front and rear camera which I have to admit. None the less, the phone itself is a gem to use. Puts you in premium category between friends.  Service : Snapdeal has always been favorite even if I have bought products from all other site. Best product pricing, i.e. 17805 (ordered from app), exceptional delivery and excellent packaging. Service was icing on the cake for the pride which I feel after buying the product.
2	iphone 5s	Apr 01, 2016	Yes	good service and good product	very good product.good service from snapdeal got a latest iphone  in cheap price . I recommend to buy from snapdeal rather than amazon or flipkart which has higher cost with poor service
3	Hi	Apr 01, 2016	Yes	Dil ki deal	Very nice iphone,nice deal,dil ki deal snapdeal
4	Avi	Apr 01, 2016	Yes	Great iphone glagship	Nice phone.... Nice snapdeal service....
5	yesh	Apr 01, 2016	Yes	awesome phone	nice product
6	VivekR	Apr 01, 2016	Yes	Great Phone ThankYou Snapdeal	finally ! The wait is over best phone ever.... Best packing and the product is too good......
7	Chinna L	Apr 01, 2016	Yes	Super deal	Nice product and very very nice service by Snapdeal
8	Guest	Apr 01, 2016	Yes	ExcellentProduct	iPhone is the best mobile in india
9	Anuj	Apr 01, 2016	Yes	Super smart phone	Wonderful cell phone, this is perfect phone
10	Shai	Apr 01, 2016	Yes	Awesome Phone	Got the phone last week , well packed and delivered earlier than the given delivery date. After using the phone for 3 4 days I can say that the product is awesome .
11	shilu pangrak	Mar 30, 2016	Yes	good product	nice phone and good delivery turn around time
12	Indrakar	Mar 30, 2016	Yes	Beautiful product	Reliable product
13	abhishek.2758864	Mar 30, 2016	Yes	awesome phone	i was in doubt before the order.but after buying i am satissfied.Its light in weight and finger scan is awesome.security is strong
14	Guest	Mar 30, 2016	Yes	ExcellentProduct	Impressed with my phone
15	MD MANZER SIDDIQUI	Mar 30, 2016	Yes	this is ok	this is ok
16	dine	Mar 30, 2016	Yes	very good product	packing and everyting is good....
17	ABA	Mar 30, 2016	Yes	Excellent Product	Amazing product ..... Excellent delivery by the seller with good packing
18	Praveen	Mar 30, 2016	Yes	iPhone 5S SpaceGrey	Nice Phone Ever
19	Sriram	Mar 30, 2016	Yes	As Expected! Gifted my Dad his first iPhone.	Delivery was a bit of a pain. The new courier guy reported that address was incorrect and took the package without even ringing the doorbell. Had to raise a complaint to GoJavas and get the item delivered again.  But having said all that about delivery, the product was up to my expectations.  Packaging was excellent.  Product is 100% genuine.  The exchange offer was good too. (Got rid of my old desktop)
20	ismailakhtar786	Mar 30, 2016	Yes	Excellent Product	thanks snapdeal for my iPhone 5s deliver in two days...
21	csp	Mar 28, 2016	Yes	Good price.	Got sealed packaged phone satsfid with the service and phone
22	ashish	Mar 28, 2016	Yes	good purchase	perfect packaging and product
23	Guest	Mar 28, 2016	Yes	ExcellentProduct	Awesome.....I m just loving it
24	rajasthan.medical	Mar 28, 2016	Yes	Excellent Product	I appreciate ur team work
25	Guest	Mar 28, 2016	Yes	GoodProduct	This is the packing level of snapdeal for an iPhone.  Not got as per standard delivery date.
26	mShubham2007	Mar 28, 2016	Yes	Awesome Product.	Most powerful Mobile phone on Earth.
27	tanmaya.cool	Mar 28, 2016	Yes	Good Product	it's a awesome phn but I m bit surprised that it is assembled in China...and I thought it may be bit more wide...anyways a great experience with iPhone n thanks to snapdeal...
28	Guest	Mar 28, 2016	Yes	ExcellentProduct	Grt service
29	tiwari.chintu	Mar 28, 2016	Yes	Excellent Product	great phone
30	Guest	Mar 28, 2016	Yes	GoodProduct	Good phone and good delivery by snapdeal
31	ANU	Mar 27, 2016	Yes	i phone 5s	really awsm phone thanks to snapdeal team
32	Sasi	Mar 27, 2016	Yes	Value for Money	Gud Product
33	Padma	Mar 27, 2016	Yes	Best phone	Best for serious users. No nonsense like Android phone
34	ameresh	Mar 27, 2016	Yes	fast delivery	nice service by sd.
35	saaksshinag95	Mar 27, 2016	Yes	Excellent Product	love it was scared of the old delivery news regarding iphone sales on snapdeal but was a relief on buying a one geniun product at such low price and that too on time 😘.
36	vaisak.vaisakraj11200	Mar 27, 2016	Yes	Good Product	looking good
