Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
177	sachin	Dec 06, 2014	Yes	Excellent mobile	Nice
178	TARIQUE	Dec 06, 2014	Yes	Great shopping experience	Perfect mobile
179	Amit	Dec 06, 2014	Yes	nice	very nice
180	ritsarora	Dec 06, 2014	Yes	good phone	Good phone
181	SHAILENDRA KHARWAR	Nov 17, 2014	No	good	good
182	YUSUF	Nov 17, 2014	Yes	NOT SO USER FRIENDLY	I LIKED THE PRODCUT BUT CAN'T SAY PERFECT
183	Naren	Nov 17, 2014	Yes	Nice phone.	Over all good package.
184	Sanjay  K	Nov 17, 2014	Yes	thin mobile	This is a nice thin mobile with great sound. It has a large screen for video calling or watching movies.
185	Dinesh	Nov 17, 2014	Yes	This is a very good device	Delivery is quite impressive
186	Parth	Nov 17, 2014	Yes	excellent and good stuff ever .	Good services always. Snapdeal site is the also the best and popular site too .There service and review are also good about my htc it is excellent in condition  I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar features for high prices. If you are on minimal budget 10k - 15k then go for this. If you are concerned about the brand and status then no one can stop you from opting for other brands.
187	satish	Nov 17, 2014	Yes	htc	osum mobile
188	ravindra	Nov 17, 2014	Yes	good	very fast delevary...and very safe delevary
189	Girish	Nov 17, 2014	Yes	Got good deal	Mobile is good. In description of this mobile some people has mentioned it has fixed focus but there is some settings using that we can set custom focus also. one more thing this mobile has FM.  Thanks to snapdeal :)
190	Zee	Nov 17, 2014	Yes	Nice Phone	overall phone is good except rare camera quality....
191	sayyad	Sep 28, 2014	Yes	good	It goods
192	sonu	Sep 28, 2014	Yes	nice phone	nice cell phone with desirable quality feature ....bt camera quality is not gud
193	JJS	Sep 28, 2014	Yes	Good prodcuct and worth for money	Apart from Internal memory the rest is fine.
194	Ashish	Sep 28, 2014	Yes	nice one from the house of HTC	very good phn
195	invinsi	Sep 28, 2014	Yes	Nice	It I'd a nice product and also in budget.
196	verma	Sep 28, 2014	Yes	touch not ok	i am not happy touch problems
197	Vikash Saraf	Sep 28, 2014	Yes	HTC Desire 516	Very poor battery back up not even for half day.screen get hotter while talking more than 2 min.
198	yo yo	Sep 28, 2014	Yes	i'm satisfied with snapdeal	though i'm happy there are some negative reviews i suggest snapdeal to  clear them
199	Asingla	Sep 28, 2014	Yes	Value for money.	Amazing mobile in less price.
200	NANDHU	Sep 28, 2014	Yes	good product	good
201	ankit	Sep 03, 2014	Yes	average phone	bought the phone but have touch problem in the return, home, and setting button.
202	Mukesh Singh	Sep 03, 2014	Yes	Not Good Phone	Left Touch is not working properly
203	rakesh godara	Sep 03, 2014	Yes	problem of hang is high.	It is not good.in starting it is running in good condition but after 7-8 it may be hang in 5-6 time in one day
204	ritesh kumar pandey	Sep 03, 2014	No	Best hai.................	Super phone low budget BEST BRAND...............
205	KK	Sep 03, 2014	Yes	good phone	good
206	babeesh	Sep 03, 2014	Yes	nice	Nice to use
207	BHURIA	Sep 03, 2014	Yes	faulty product	I was recived a faulty product by snapdeal & there was a probelm starting of day one. There display is not working properly, So i didnt recommend to any one.
208	LLLLLUCKY	Sep 03, 2014	Yes	BEST PRICE	GREAT PRODUCT
209	Amir	Sep 03, 2014	Yes	Good	Fantastic phone
210	Teja9982	Sep 03, 2014	Yes	Awesome phone at decent price..Htc rocks	awesome phone at this price range
211	sitangshu	Jul 30, 2014	Yes	HTC 516	Nice to use. Really happy with the phone after using it. HTC sense gives a better using experience.
212	mayank	Jul 30, 2014	No	good option	superb phone.the platform performance and support by htc is cool first take it phone .the camera and resolution is fantastic.
213	Ravikant	Jul 30, 2014	Yes	Perfecto !!!	A good phone to have...
214	Sachin	Jul 30, 2014	Yes	Insanely Great Product......	This is the best phone in this price by HTC. the camera quality and htc touch sence are so cool...  and if you listen the music on this phone than you feel that your money spent is worth it on this phone. becoz it's really nice... so my openion it's a superbbbbbbb!!!!!!  phone.
