Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
49	Darsh	Sep 01, 2015	Yes	Iphone	One of the best phone and qith beat servia given by snepdeal at hoñe it self
50	Krishna	Sep 01, 2015	Yes	Iphone 6 Plus 16 GB	The shipment came in super fast, with very good packing and excellent product condition Good work indeed!
51	Veeresh Gowda	Jul 06, 2015	Yes	i liked this colour very very much im in love with iphone	i liked this colour very very much im in love with this 6 plus gold is not good colour on 6 plus
52	saurabh	Jul 06, 2015	Yes	i will another phone	nice phone in good price great deal
53	keep going snapdeal	Jul 06, 2015	Yes	i will do it next time also	its really wonder full ,product received next day , it cant be quicker than that. product was well packed .good courier.best price offer.
54	Stanley	Jul 06, 2015	Yes	excellent	beautiful perfect mobile
55	Abhishek Shukla	Jul 06, 2015	Yes	Perfect. It doesn't get any better	Well, I never used an iPhone earlier, and am glad that I waited until I got myself an iPhone 6 Plus!
56	Zafir	Jul 06, 2015	Yes	I like it!	I like it! I finally switched from IPhone 4s to 6 plus! What a difference it makes! I like it that the screen is big and things are faster. I almost considered Galaxy but didn't want to learn Android. Happy with the purchase but price was bit too high. We will see how long it last!
57	Guest	Jul 06, 2015	Yes	Superb phone	Wow! What a phone. Iphone 6 plus is for enthusiast who want performance of a tablet and phone in one device. Yes it is big and not for the ones who have butter fingers.  It has amazing battery back up and loads of things to do. Snap deal did a great job of delivering this phone in 3 days. It came packed perfectly and it was superb opening up the box . It is a perfect phone to surf, chat, app and many other things . Just go for it guys . The seller was also nice . Delivered a great product.
58	Roshan	Jul 06, 2015	Yes	Iphone 6 plus	The Iphone is working fine and was delivered on time.
59	A mirchandani	Jul 06, 2015	Yes	Best deal at the best price only here	If you want to buy apple products at awesome prices .. Which no one can match.. Snap deal is the right place . Awesome product ..awesome packing .Jaw dropping price .. Which only snap deal can give ...  Can't get better than this place ..
60	Sidhuji	Jul 06, 2015	Yes	i woud buy this product again	The deleivery time is early and the purchase goods is perfect.
61	bhati	Jun 29, 2015	Yes	great experience	The overall experience of placing order and receipt of  iphone 6 plus 64GB was excellent because of ease in placement of order due to responsive website and later on adhering to the delivery schedule.
62	Ravi	Jun 29, 2015	Yes	Nice Service	Got on Time! Great Service. Thanks for the great procesing. No negative comment for the product and its delivery option service provider. All Rock!
63	Tabu	Jun 29, 2015	Yes	Perfect	I thought I will not receive phone in this condition it's just matched  with there caption khushiyuon ki home delivery. Awesome
64	Badri	Jun 29, 2015	Yes	Quick delivery. Top quality. Great price.	I ordered this item on Sunday and got it delivered on Monday. Snap deal gave the best offer on iPhone 6 plus. Delivery was unbelievably quick. Neatly packaged.   The product was genuine. Top quality.   Will recommend.
65	Sk	Jun 29, 2015	Yes	Great product and great seller	Was tentative when bought this product and at price too good to be true. I was trying to figure out how to check product authenticity and checked so many websites differentiating fake vs original.  Got the product looked genuine, checked on google device resolve, activation was synchronised.   So sum it up genuine seller and of course great product. I am in love with it and money worth spent.
66	Manish	Jun 29, 2015	Yes	I am happy	I am happy to see my I phone 6 plus gold
67	AM	Jun 29, 2015	Yes	Thank you snapdeal.. i really snapped the deal!	my first apple phone and it has pleased me big time. Excellent battery life and  amazing performance.
68	Pankaj	Jun 29, 2015	Yes	Experience about online iphone 6+ Purchase	Its nice experience to buy a phone online. before i was getting afraid to buy it online. but many of my friends suggested that there is no problem to buy it online. right now the phone is working properly. and i got it cheap than the market.
69	Lourenco	Jun 29, 2015	Yes	delivered expected date	I had my anxious moments ,since the courier site did not show  the movement of the product. hence i contacted support and they were prompt..
70	Munna	Jun 29, 2015	Yes	Grt phone	Grt phn
71	Santosh saxena	Jun 24, 2015	Yes	Excellent product quick delivery	Excellent product, quick delivery.
72	Rawi	Jun 24, 2015	Yes	It's Apple	It's Apple
73	Darsh	Jun 24, 2015	Yes	Best prodect with best servise	Im very happy with the product and also for the servise I revived by snepdeal thanks for every thing lovely
74	Ravi	Jun 24, 2015	Yes	Fantastic creation by Apple	A perfect phone by Apple. The menu options, additional features are wonderful. There are many add on softwares available from various suppliers. Apple shall give Business card reader as standard feature.
75	Lavanya Nandakumar	Jun 24, 2015	Yes	Average, Ordinary	The terms and the conditions for the sale of the Iphone 6 Plus was very good.  The phone was delivered in good condition.  However, the delivery team has to be aware of the locations in a better manner and the way to address the customers.
76	Johnny english	Jun 24, 2015	Yes	Very good!	The product was received well in good condition and of course an original product inside!
77	syed	Jun 24, 2015	Yes	good service good price	good service egreat price no problem face
78	lovel	Jun 24, 2015	Yes	Perfect. It doesn't get any better	thanx a ton
79	Ashok sharma	Jun 24, 2015	Yes	Product is original	Product is original .
80	Sundeep	Jun 24, 2015	Yes	Perfect	Highest discount amongst leading ecommerce sites (14%), and delivery within 2 days of placing order.
81	Sheetal Agarwal	Jun 18, 2015	Yes	The Amazing iPHONE	This is simply the best phone. The phone looks amazing. The processor is super fast and  performs seamlessly. The touch screen is quick and super responsive. Exceptionally good battery life. Exceptionally good camera. Exceptionally good design. Optical stabilization makes it quite easy to point and shoot without worrying about the picture getting blurred. Though it takes some time to get used to the size as its a phablet. Just go for it.
82	santosh	Jun 18, 2015	Yes	I would buy this product again &again;	Awesome. .....
83	Sam	Jun 18, 2015	Yes	It's perfect ...I just love it...	Awesome
84	Nv	Jun 18, 2015	Yes	Large screen smart phone	Phone looks good and fine to use
85	Arjun	Jun 18, 2015	Yes	iphone 6 plus	Gud seller and good product :) got correct product on time. Cant ask for more.
86	Dipankar Rastogi	Jun 18, 2015	Yes	Good but could be much better	If your delivery  could  be better as promised    ,any way thanks
87	John	Jun 18, 2015	Yes	"Take a leaf from my book"	Delivery time should be less. There should be an option of normal delivery and next day delivery in every item purchased. Also electronic items like tv should be delivered in places like nainital. Rest is good and should keep doing good work.
88	Brajesh	Jun 18, 2015	Yes	Dream Mobile	Perfetct
89	Rishi	Jun 18, 2015	Yes	Must have one	Class a part
90	your average Joe	Jun 18, 2015	Yes	Nice Phone	The iPhone 6 Plus is undoubtedly the best phone currently in the market. I switched from the iPhone 5 to the 6 Plus. The transition was seamless since I've been using the Iphones for the past several years now. I personally am a heavy internet user and use the phone to read a lot of stuff online. The iPhone 6 plus definitely fits the bill perfectly. For the first couple of days, you might naturally feel that buying such a large phone wasn't the smartest decision taken by you. But trust me, the phone simply grows on you and you easily adapt to the grip. Just make sure that you buy a silicon case before you start using the phone. The smooth finish of the phone can ironically result in a bad grip.   Snapdeal delivery was prompt and the packaging was excellent.   The ReGlobe exchange service however, is far from good. The website and follow up emails claimed that my old phone would be exchanged for cash on the spot during pick up. But a call centre lady later called on saying that they would just collect it and the cash would be transferred to my account at a later stage. I refused to agree to this and instead chose to sell it locally which fetched me a much better price.
91	Kannu	Jun 12, 2015	Yes	I believe in snapdeal	Nice as the lowest price i got on snapdeal
92	iamrajat01	Jun 12, 2015	Yes	And it's a mistake	The camera quality has let it down,I don't know if it has anything to do with purchasing online .But I think I made a mistake.
93	Gill	Jun 12, 2015	Yes	loving it	Perfect delivery and loving the pHome
94	Harsh	Jun 12, 2015	Yes	Yes	Perfect phone
95	Sumit	Jun 12, 2015	Yes	Great phone best price	I m thoroughly satisfied with the quality of product and price offered by snapdeal...
96	Amit sinha	Jun 12, 2015	Yes	Complete professional phone	Awesome phone. Great connectivity . Powerful battery backup
97	Kuldeep	Jun 12, 2015	Yes	Very good	Product was very good and excellent  and it had huge discount
98	Mer	Jun 12, 2015	Yes	I would buy this product again n again	Its just wow..superb...
99	Ajay	Jun 12, 2015	Yes	Best service	Its good
100	Pras	Jun 12, 2015	Yes	Mobile Day Offer was the best...	Hi,  iPhone 6 Plus best.  Delivery from Snapdeal also best.  Mobile offer was very attractive.  No issues in the delivery.
101	john	Jun 08, 2015	Yes	I WILL  RECOMMEND TO PURCHASE THESE ITEMS THROUGH SNAPDEAL	I have received the item in good condition and as per soecification mentioned in the offer. The srvices are very prompt.
102	krishna	Jun 08, 2015	Yes	awesome phone	i m very happy with this product no dmage no duplicacy
103	harry	Jun 08, 2015	Yes	very good	Very good. Delivered to me before time n brand new packed piece, no complaints
104	BB	Jun 08, 2015	Yes	nice product	Works nicely.No issue detected yet.
105	Engadget	Jun 08, 2015	Yes	Nothing Better than Snapdeal	Superb ! Got the Phone before estimated time given .Perfect no fault Nothing Simply Awesome !
106	Chand	Jun 08, 2015	Yes	Good	Good
107	Prashanth	Jun 08, 2015	Yes	Go for it... its safe & secure	I am a regular e-buyer of gadgets & stuff. I ordered a Iphone 6 Plus on Snapdeal's Mobile day (25/05/15) at a very good offer price. The order was processed quickly & got the confirmation however the waiting period for delivery put me in frustration as seller had shipped the product within a day's time & it reached Bangalore on 26/05 but delivery agents took about 5-6 days to handover the product even after my regular follow ups with Snapdeal CC & GoJavas courier company.   My sincere request is to prioritize the delivery of high-value products to avoid dissatisfaction of any regular customer.
108	DARSHAN KUMAR	Jun 08, 2015	Yes	VERY VERY GOOD QUALITY	VERY VERY GOOD QUALITY
109	Nekkanti	Jun 08, 2015	Yes	Perfect	Perfect
110	Chanchal Yadav	Jun 08, 2015	Yes	Nice Look and good in use	VERY NICE
111	Ravi	Jun 04, 2015	Yes	Great experience...	Very good.... Don't miss it
112	Sanjay	Jun 04, 2015	Yes	The best phone	Best phone
113	Shashikant	Jun 04, 2015	Yes	Its.  real smart phone	I think I purchase best phone ever.
114	mobin	Jun 04, 2015	Yes	Smart security smarter and faster	This phone smart security smarter and faster
115	KhanAk	Jun 04, 2015	Yes	Class comes with a price	I have used iPhone in past but iPhone 6 plus is something else. Its far too perfect, be it in style, touch, quality.  Camera is just too perfect with HD++ quality. Clicking pictures is too easy and quick.  Battery backup is better than an android phone. I had charged it one morning, then did my usual stuff .. On second day half day passed, still I had 20% battery on it.  It might not suit everyone's pocket but for the ones who can, it surely is a treat.  Apple has delivered a bigger and better phone ever.
116	chd	Jun 04, 2015	Yes	100% orignal and genuine device...	100% original genuine device.... Thums up for SD+...
117	SACHINDER	Jun 04, 2015	Yes	AWESOME	I like it and it has been very smooth shopping. I given 10 out of 10 to snapdeal for the delivery and promptness. I wish all the best to snapdeal it has been a wonderful experience.
118	parth	Jun 04, 2015	Yes	Good job snapdeal	What new can i say about the phone? It is what we were promised and i just love it . Every bit of it. And about the seller and snapdeal .. It wasn't my first purchase and neither will it be my last. great job snapdeal.. I received my delivery before due date and the condition of the phone was perfect and the extra packaging was really good too .
119	sani	Jun 04, 2015	Yes	good looking	Nice
120	Navin	Jun 04, 2015	Yes	Lov it	Really awsom app and right place for purchaising...love it
121	Sam	May 28, 2015	Yes	Snapdeal nd apple best	Best prise nd best products nd also best service from snapdeal
122	deep	May 28, 2015	Yes	I would buy again	Very nice
123	Amit	May 28, 2015	Yes	Timely delivered	Really loved this iphone6 plus
124	Nido	May 28, 2015	Yes	Absolutely in love	I absolutely love this phone. No. It's not as big as people say like its i not unmanageable. The screen is impeccable and the processors really quick. A must buy for all Apple junkies out there. The camera makes pictures come alive.
125	Narendra Dhanwani	May 28, 2015	Yes	Perfect. It doesn't get any better	Product is very genuine. I like buying from Snapdeal rather then from any other site.
126	Rohit	May 28, 2015	Yes	I will buy this product again	Product is genuine
127	Ganesh	May 28, 2015	Yes	excellent	Dear  snapdeal I was very satisfied with the purchase.  Everything was perfect.  There were no nasty surprises.
128	Pravin	May 28, 2015	Yes	Would love to order again	Prompt delivery in immaculate condition, total satisfaction
129	Guest	May 28, 2015	Yes	awesome mobile .....awesome snapdeal service	This is my first iphone. I was using samsung note erlier. ther is lotz of difference in os. But u ll get used to it.  Its got brand so u ll never go wrong with iphone. I got ma iphone 6 plus 64 gb on the third day. So im really impressed.
130	himan	May 28, 2015	Yes	great service	Snapdeal gave me the good deal
131	Prabhu	May 25, 2015	Yes	Apple iPhone 6 Plus awesome product bad delivery 	This is a great product and I have got no complaint against it. Ad you already know this is Apple so nothing can get any better than this product. Awesome product awesome performance and great work by snapdeal. I got this cheaper than other websites and the product is also authentic. If money is not a factor then you should definitely go for it. Another thing to mention the delivery should have been better than how I got this product. That wasn't good but over all experience was good.
132	Papan	May 25, 2015	Yes	i would buy apple prouduct again and again.	I like it.very good produced. Touch is osam .i m proud to be an iPhone 6 plus woner.
133	maninderjit	May 25, 2015	Yes	more than happy :) would recommend	this was my first expensive perchase ever online extremely satisfied, phone is in perfect condition , works perfectly , packaging was also satisfactory  thank you snapdeal :)
134	mayank	May 25, 2015	Yes	awesome	Awesome
135	mj	May 25, 2015	Yes	perfect! wud suggest to go for it	this  was my first purchase that was so expensive and was worried too but now m satisdied and trust snapdeal completely. iphone 6 plus working great, no issues till now, great packing and delivery timing was perfect. overall great exp. :)
136	H	May 25, 2015	Yes	Satisfied	Perfect product however the courier guys are quiet rude
137	Tarun Hemrajani	May 25, 2015	Yes	Perfect. It doesn't get any better	Lowest price in India, genuine box packed product, highly recommended
138	lally	May 25, 2015	Yes	happy	Nice phone
139	Sachin	May 25, 2015	Yes	good	Nice I am satisfied for the service
140	Dimpy	May 25, 2015	Yes	Marbles deal	Marbles deal  gud phone
141	Jagan	May 22, 2015	Yes	Superb phone	Superb phone, packing is impressive
142	Nikhs	May 22, 2015	Yes	I would recommend snap deal to purchase phones	Awesome deal on snap deal!!
143	vikas	May 22, 2015	Yes	dil se shopping with snapdeal. dil ki deal	Very good product. Good service by snapdeal. Sach mein dil se service
144	Parth	May 22, 2015	Yes	Best	Great deal by snap deal. Really it's Custmer fevrable deal & site. Thanks snap deal associates
145	Prateek	May 22, 2015	Yes	Okay	Good but felt little problem with hearing speaker ,little bursting sound but guess shoukd get better hopefully .
146	saurabh kaistha	May 22, 2015	Yes	Perfect. It doesn't get any better	gr8 product at a price that no one else could offer..delivered bang on time
147	Bharat Darji	May 22, 2015	Yes	Happy to purchase from Snapdeal	I am happy to purchase my iphone 6 plus fram snapdeal in a vary low price.
148	APK	May 22, 2015	Yes	Perfect Product	Its really a wonderful product
